                     1  -174.904354324524     
                     2  -34.0464158954666     
                     3  -5.92695505634404     
                     4 -0.991757207387548     
                     5 -0.306618404181435     
                     6 -0.148285172579847     
                     7 -9.046551175777985E-002
                     8 -6.121659508611564E-002
                     9 -4.318225018357557E-002
                    10 -2.510654506764512E-002
                    11 -1.659129892387456E-003
                    12  2.714543738649032E-002
                    13  6.092068665194808E-002
                    14  9.943528414209360E-002
                    15  0.142542092641410     
                    16  0.190139838939240     
                    17  0.242154683457532     
                    18  0.298530459733715     
                    19  0.359223044060301     
                    20  0.424196881162325     
                    21  0.493422722992148     
                    22  0.566876093370822     
                    23  0.644536209672578     
                    24  0.726385204710378     
                    25  0.812407552498665     
                    26  0.902589636050926     
                    27  0.996919416046357     
                    28   1.09538617228903     
                    29   1.19798029852808     
                    30   1.30469313712321     
                    31   1.41551684406294     
                    32   1.53044427761642     
                    33   1.64946890573765     
                    34   1.77258472856761     
                    35   1.89978621322628     
                    36   2.03106823864840     
                    37   2.16642604868092     
                    38   2.30585521196709     
                    39   2.44935158746900     
                    40   2.59691129466012     
                    41   2.74853068764464     
                    42   2.90420633257707     
                    43   3.06393498789242     
                    44   3.22771358692146     
                    45   3.39553922256155     
                    46   3.56740913370200     
                    47   3.74332069317049     
                    48   3.92327139699250     
                    49   4.10725885479368     
                    50   4.29528078118873     
                    51   4.48733498804761     
                    52   4.68341937751908     
                    53   4.88353193572922     
                    54   5.08767072707040     
                    55   5.29583388901966     
                    56   5.50801962741866     
                    57   5.72422621217746     
                    58   5.94445197334137     
                    59   6.16869529749887     
                    60   6.39695462447632     
                    61   6.62922844431265     
                    62   6.86551529446738     
                    63   7.10581375724479     
                    64   7.35012245742144     
                    65   7.59844006004279     
                    66   7.85076526838607     
                    67   8.10709682206374     
                    68   8.36743349526326     
                    69   8.63177409510129     
                    70   8.90011746009253     
                    71   9.17246245871026     
                    72   9.44880798804132     
                    73   9.72915297252356     
                    74   10.0134963627537     
                    75   10.3018371343653     
                    76   10.5941742869714     
                    77   10.8905068431585     
                    78   11.1908338475392     
                    79   11.4951543658446     
                    80   11.8034674840706     
                    81   12.1157723076570     
                    82   12.4320679607082     
                    83   12.7523535852452     
                    84   13.0766283404960     
                    85   13.4048914022114     
                    86   13.7371419620112     
                    87   14.0733792267578     
                    88   14.4136024179497     
                    89   14.7578107711515     
                    90   15.1060035354317     
                    91   15.4581799728347     
                    92   15.8143393578618     
                    93   16.1744809769891     
                    94   16.5386041281842     
                    95   16.9067081204582     
                    96   17.2787922734256     
                    97   17.6548559168904     
                    98   18.0348983904383     
                    99   18.4189190430548     
                   100   18.8069172327547     
