  0.000000000000000E+000  8.503427074646380E-012 -4.222355280266252E-027
  1.000000000000000E-002  1.020127979565348E-010 -5.254162990467389E-026
  2.000000000000000E-002  4.843898556028897E-010 -5.725975720894602E-025
  3.000000000000000E-002  1.494969171151927E-009  5.969943392582570E-025
  4.000000000000000E-002  3.607932142658900E-009 -1.461475957184757E-024
  5.000000000000000E-002  7.431447106082403E-009  7.486378242011878E-024
  6.000000000000000E-002  1.370657582904158E-008 -9.285877564594772E-025
  7.000000000000001E-002  2.330594971589871E-008  2.006744372789008E-024
  8.000000000000000E-002  3.723221659365178E-008  3.140996654697394E-023
  9.000000000000000E-002  5.661625580225277E-008 -3.763765950884120E-023
  0.100000000000000       8.271517222279603E-008  2.441140055646222E-023
  0.110000000000000       1.169100613641277E-007  1.519677627520689E-023
  0.120000000000000       1.607035553608718E-007 -2.922626823836020E-023
  0.130000000000000       2.157171387020532E-007 -1.392300007217961E-022
  0.140000000000000       2.836882632363745E-007 -4.531856155529932E-023
  0.150000000000000       3.664672248546457E-007  1.047832524615543E-022
  0.160000000000000       4.660138551713157E-007  4.697979826487695E-023
  0.170000000000000       5.843939723259893E-007 -1.141368476747884E-022
  0.180000000000000       7.237756360523116E-007  1.433873180791195E-022
  0.190000000000000       8.864252191975842E-007 -3.748521955749375E-022
  0.200000000000000       1.074703216097029E-006  1.605236640041818E-022
  0.210000000000000       1.291059950911226E-006  1.800424390301689E-022
  0.220000000000000       1.538030980337573E-006  2.317130333367328E-023
  0.230000000000000       1.818232407574917E-006  5.047988982785689E-022
  0.240000000000000       2.134355901839411E-006 -3.899620520386912E-022
  0.250000000000000       2.489163608764684E-006  1.342368438127935E-022
  0.260000000000000       2.885482936156190E-006  3.733164828075451E-022
  0.270000000000000       3.326200956405181E-006 -6.349979030337640E-023
  0.280000000000000       3.814258870166768E-006 -1.544008618465170E-022
  0.290000000000000       4.352646175445627E-006 -7.464964655146002E-022
  0.300000000000000       4.944394649416193E-006  1.084377001170623E-021
  0.310000000000000       5.592572303042459E-006 -2.042892989424989E-022
  0.320000000000000       6.300277054544060E-006 -1.349041663457447E-022
  0.330000000000000       7.070630322963284E-006 -2.305488154379900E-022
  0.340000000000000       7.906770425790176E-006 -4.358703542086165E-022
  0.350000000000000       8.811845841832801E-006  6.366543628687856E-022
  0.360000000000000       9.789008422436287E-006 -6.604651876211584E-022
  0.370000000000000       1.084140634117622E-005 -1.617751689025506E-021
  0.380000000000000       1.197217715427555E-005 -2.400352479399837E-021
  0.390000000000000       1.318444036796504E-005  1.558390929037479E-021
  0.400000000000000       1.448129019233577E-005  6.892255591123968E-023
  0.410000000000000       1.586578812491441E-005 -1.948742501992567E-022
  0.420000000000000       1.734095543933021E-005  7.963395889628540E-023
  0.430000000000000       1.890976548857392E-005  9.394710856304162E-023
  0.440000000000000       2.057513599899002E-005  1.988630933917458E-021
  0.450000000000000       2.233992128009689E-005  1.453840580041694E-021
  0.460000000000000       2.420690424914375E-005 -3.208641925494751E-022
  0.470000000000000       2.617878867407915E-005  1.427277145191734E-021
  0.480000000000000       2.825819083207566E-005 -1.607953442899524E-021
  0.490000000000000       3.044763158826123E-005  3.027379776304341E-021
  0.500000000000000       3.274952855234274E-005 -2.082870116223843E-021
  0.510000000000000       3.516618762451806E-005 -1.803567262593980E-021
  0.520000000000000       3.769979428986189E-005  5.054336662236422E-022
  0.530000000000000       4.035240664121630E-005  5.681255912634604E-022
  0.540000000000000       4.312594560485760E-005  2.955890788899104E-021
  0.550000000000000       4.602218786390167E-005 -3.414812560371951E-022
  0.560000000000000       4.904275662312062E-005 -1.386314552505003E-021
  0.570000000000000       5.218911394995327E-005  1.449173152888645E-021
  0.580000000000000       5.546255244049276E-005 -1.456737245260379E-021
  0.590000000000000       5.886418634075330E-005  2.329239780618751E-021
  0.600000000000000       6.239494353697305E-005  2.966934560802165E-021
  0.610000000000000       6.605555765228865E-005  1.990472154984894E-021
  0.620000000000000       6.984655926372475E-005 -1.110111818720799E-021
  0.630000000000000       7.376826803492283E-005  5.161196467020435E-022
  0.640000000000000       7.782078455300359E-005 -4.082347468703642E-021
  0.650000000000000       8.200398174927241E-005 -6.075631282242040E-021
  0.660000000000000       8.631749760378087E-005 -5.191064925981684E-021
  0.670000000000000       9.076072629432667E-005  2.960657871754577E-021
  0.680000000000000       9.533281127292219E-005 -1.372194515938608E-021
  0.690000000000000       1.000326360989135E-004  2.439554650753363E-021
  0.700000000000000       1.048588178179409E-004  5.330167514913464E-021
  0.710000000000000       1.098096984570367E-004  8.631651432981851E-022
  0.720000000000000       1.148833384060438E-004 -3.804168469889961E-021
  0.730000000000000       1.200775084330107E-004  2.666004892732224E-021
  0.740000000000000       1.253896813480582E-004  2.971185222744633E-021
  0.750000000000000       1.308170265571109E-004 -7.811991107483273E-022
